title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
Power of Love	Bits	Bits	4500	7500	10000	12.44	29.1595									FALSE	5	NP	F	0	-	513		FALSE	7	NP	F	0	-	848		TRUE	10	F	B	1244	-	1077	1.24400000E+001									FALSE	4	NP	F	0	-	512		FALSE	8	NP	F	0	-	861		TRUE	10	EX	AAA	2011	3	1065	2.91595000E+001									
ay carumba!!!!	Bits	Bits	6000	9000	5000	0	21.46									FALSE	6	NP	F	0	-	520		FALSE	9	NP	F	0	-	805		TRUE	10	NP	F	0	-	975										FALSE	6	NP	F	0	-	520		FALSE	9	EX	AAA	1480	2	820	2.14600000E+001																	
So Fabulous !!	Base	Base	0	0	0	0	30.827									TRUE	5	NP	F	0	-	556		TRUE	8	NP	F	0	-	784		TRUE	10	NP	F	0	-	1191										TRUE	5	NP	F	0	-	548		TRUE	9	NP	F	0	-	853		TRUE	11	FC	AA	2126	3	1214	3.08270000E+001									
waxing and wanding	Base	Base	0	0	0	0	37.729									TRUE	7	NP	F	0	-	658		TRUE	10	NP	F	0	-	997		TRUE	11	NP	F	0	-	1457		TRUE	12	NP	F	0	-	2000		TRUE	7	NP	F	0	-	647		TRUE	10	NP	F	0	-	966		TRUE	11	EX	AAA	2602	13	1399	3.77290000E+001	TRUE	12	NP	F	0	-	2000		
Harmony and Lovely	Bits	Bits	4500	8500	11000	25.0965	31.575									FALSE	4	NP	F	0	-	457		TRUE	8	NP	F	0	-	902		TRUE	11	HC	AA	1859	34	1127	2.50965000E+001									FALSE	5	NP	F	0	-	457		TRUE	9	NP	F	0	-	896		TRUE	11	FC	AAA	2105	1	1122	3.15750000E+001									
MINT	Bits	Bits	5500	10000	11500	0	27.524									FALSE	6	NP	F	0	-	524		TRUE	10	NP	F	0	-	917		TRUE	11	NP	F	0	-	1158										FALSE	5	NP	F	0	-	517		TRUE	10	NP	F	0	-	906		TRUE	12	EX	AA	1966	7	1163	2.75240000E+001									
EURO-ROMANCE	Bits	Bits	5000	8000	10500	18.384	37.8305									FALSE	5	NP	F	0	-	497		FALSE	8	NP	F	0	-	933		TRUE	10	NC	A	1532	55	1056	1.83840000E+001									FALSE	5	NP	F	0	-	494		FALSE	8	NP	F	0	-	893		TRUE	11	EX	AAA	2609	3	1363	3.78305000E+001									
TYPE MARS(G-Style Mix)	Bits	Bits	5500	9500	5500	0	23.814									FALSE	5	NP	F	0	-	571		FALSE	9	NP	F	0	-	974		TRUE	11	NP	F	0	-	1237										FALSE	6	NP	F	0	-	576		FALSE	10	EX	AA	1701	12	990	2.38140000E+001																	
Double♡♡Loving Heart	Bits	Bits	3500	6500	9500	21.1005	32.37									FALSE	3	NP	F	0	-	292		FALSE	6	NP	F	0	-	671		TRUE	9	HC	AA	1563	12	909	2.11005000E+001									FALSE	4	NP	F	0	-	393		FALSE	7	NP	F	0	-	730		TRUE	10	FC	AAA	2158	0	1127	3.23700000E+001									
Zenius -I- vanisher	Bits	Bits	5000	7500	10500	14.4795	29.386									FALSE	5	NP	F	0	-	493		FALSE	7	NP	F	0	-	790		TRUE	10	EC	B	1379	89	1209	1.44795000E+001									FALSE	5	NP	F	0	-	492		FALSE	8	NP	F	0	-	776		TRUE	11	EX	AA	2099	5	1207	2.93860000E+001									
Parasite World	Sub	RT3	0	0	0	0	29.316									TRUE	6	NP	F	0	-	686		TRUE	9	NP	F	0	-	966		TRUE	10	NP	F	0	-	1194										TRUE	7	NP	F	0	-	703		TRUE	10	NP	F	0	-	985		TRUE	11	EX	AA	2094	10	1195	2.93160000E+001									
WISH(EUROBEAT MIX)	Bits	Bits	5000	8000	9000	0	23.884									FALSE	5	NP	F	0	-	532		FALSE	8	NP	F	0	-	824		TRUE	9	NP	F	0	-	990										FALSE	5	NP	F	0	-	532		FALSE	8	NP	F	0	-	793		TRUE	9	EX	AA	1706	13	988	2.38840000E+001									
tripping contact(teranoid&MC Natsack Remix)	Bits	Bits	6500	10000	11500	0	32.718									FALSE	6	NP	F	0	-	646		TRUE	10	NP	F	0	-	1020		TRUE	11	NP	F	0	-	1258										FALSE	7	NP	F	0	-	653		TRUE	10	NP	F	0	-	968		TRUE	12	EX	AA	2337	17	1367	3.27180000E+001									
MOON	Bits	Bits	5000	9500	5000	0	28.56									FALSE	5	NP	F	0	-	436		FALSE	9	NP	F	0	-	1067		TRUE	10	NP	F	0	-	1118										FALSE	5	NP	F	0	-	436		FALSE	10	FC	AAA	1904	1	1048	2.85600000E+001																	
虹色	Bits	Bits	5000	7500	8500	0	0									FALSE	5	NP	F	0	-	488		FALSE	8	NP	F	0	-	792		TRUE	9	NP	F	0	-	934										FALSE	5	NP	F	0	-	488		FALSE	7	NP	F	0	-	793		TRUE	8	NP	F	0	-	934										
Concertino in Blue	Bits	Bits	5000	10000	12000	15.11	31.598	TRUE	2	NP	F	0	-	198		FALSE	5	NP	F	0	-	460		TRUE	10	NP	F	0	-	915		TRUE	12	F	B	1511	112	1311	1.51100000E+001									FALSE	5	NP	F	0	-	486		TRUE	10	EX	AA	1723	12	972		TRUE	12	EX	AA	2257	16	1425	3.15980000E+001									
カゴノトリ～弐式～	Sub	RT3	0	0	0	30.7395	34.0875									TRUE	6	NP	F	0	-	581		TRUE	9	NP	F	0	-	944		TRUE	12	HC	AA	2277	22	1325	3.07395000E+001									TRUE	6	NP	F	0	-	581		TRUE	9	NP	F	0	-	978		TRUE	12	HC	AA	2525	38	1586	3.40875000E+001									
リグレット	Bits	Bits	6000	8000	5000	21.24	0									FALSE	6	NP	F	0	-	666		FALSE	8	NP	F	0	-	887		TRUE	10	NC	A	1770	39	1223	2.12400000E+001									FALSE	6	NP	F	0	-	661		FALSE	8	NP	F	0	-	888																		
INORI	Bits	Bits	6000	9500	11500	19.257	41.496									FALSE	6	NP	F	0	-	701		TRUE	10	NP	F	0	-	1330		TRUE	11	EC	B	1834	68	1614	1.92570000E+001									FALSE	6	NP	F	0	-	699		TRUE	9	EX	AAA	2343	1	1241		TRUE	12	EX	AA	2964	14	1730	4.14960000E+001									
Love Again...	Bits	Bits	3500	4500	2500	14.558	0									FALSE	3	NP	F	0	-	293		FALSE	4	NP	F	0	-	400		TRUE	5	EX	AAA	1004	4	538	1.45580000E+001									FALSE	4	NP	F	0	-	396		FALSE	5	NP	F	0	-	533																		
TRANOID	Bits	Bits	5500	10000	11500	0	24.381									FALSE	5	NP	F	0	-	414		TRUE	10	NP	F	0	-	929		TRUE	11	NP	F	0	-	1141		TRUE	12	NP	F	0	-	1546		FALSE	6	NP	F	0	-	449		TRUE	10	NP	F	0	-	947		TRUE	12	HC	AA	1806	32	1141	2.43810000E+001	TRUE	12	F	B	1875	-	1563		
Candy Galy	Sub	TRI3	0	0	0	38.6235	32.256									TRUE	7	NC	B	924	96	800		TRUE	10	F	D	972	-	1308		TRUE	12	HC	AA	2861	40	1798	3.86235000E+001									TRUE	6	NP	F	0	-	642		TRUE	8	FC	AAA	1602	4	863		TRUE	12	EX	AA	2304	19	1348	3.22560000E+001									
never…	Bits	Bits	4000	6500	4000	0	0									FALSE	4	NP	F	0	-	414		FALSE	7	NP	F	0	-	691		FALSE	8	NP	F	0	-	915										FALSE	4	NP	F	0	-	413		FALSE	6	NP	F	0	-	690																		
GOLD RUSH	Base	Base	0	0	0	0	31.32	TRUE	3	NP	F	0	-	282		TRUE	7	NP	F	0	-	608		TRUE	9	NP	F	0	-	764		TRUE	11	NP	F	0	-	1199										TRUE	6	NP	F	0	-	601		TRUE	8	FC	AAA	1646	0	851		TRUE	10	EX	AAA	2160	4	1186	3.13200000E+001									
CaptivAte～誓い～	Bits	Bits	6000	9000	10500	19.1475	35.61									FALSE	6	NP	F	0	-	677		FALSE	9	NP	F	0	-	1017		TRUE	10	EC	A	1665	46	1127	1.91475000E+001									FALSE	6	NP	F	0	-	710		FALSE	9	NP	F	0	-	1078		TRUE	11	FC	AAA	2374	2	1319	3.56100000E+001									
VANESSA	Bits	Bits	7500	11000	12000	22.438	31.655									FALSE	8	NP	F	0	-	591		TRUE	11	NP	F	0	-	938		TRUE	12	HC	A	1726	36	1228	2.24380000E+001	TRUE	12	NP	F	0	-	1771		FALSE	7	NP	F	0	-	588		TRUE	11	EX	AAA	1711	7	938		TRUE	12	HC	AA	2048	30	1297		TRUE	12	HC	A	2435	40	1633	3.16550000E+001	
星をこの手に	Bits	Bits	6500	9000	10000	0	30.1185									FALSE	7	NP	F	0	-	614		FALSE	9	NP	F	0	-	933		TRUE	10	NP	F	0	-	1099										FALSE	6	NP	F	0	-	609		FALSE	9	NP	F	0	-	962		TRUE	10	HC	AA	2231	7	1267	3.01185000E+001									
零 - ZERO -	Bits	Bits	6000	8000	9500	10.13	37.816	TRUE	1	NP	F	0	-	110		FALSE	6	NP	F	0	-	596		FALSE	8	NP	F	0	-	912		TRUE	9	F	D	1013	-	1162	1.01300000E+001	TRUE	10	NP	F	0	-	1380		FALSE	6	NP	F	0	-	601		FALSE	8	NP	F	0	-	909		TRUE	10	EX	AAA	2151	7	1154		TRUE	11	EX	AAA	2608	11	1421	3.78160000E+001	
STARS☆☆☆(Re-tuned by HΛL) - IIDX EDITION -	Bits	Bits	5000	7500	4500	0	0									FALSE	5	NP	F	0	-	554		TRUE	8	NP	F	0	-	874		FALSE	9	NP	F	0	-	1081										FALSE	5	NP	F	0	-	554		TRUE	7	NP	F	0	-	875																		
Blind Justice ～Torn souls, Hurt Faiths ～	Sub	RT3	0	0	0	0	32.04									TRUE	6	NP	F	0	-	679		TRUE	8	NP	F	0	-	1001		TRUE	11	NP	F	0	-	1245										TRUE	7	NP	F	0	-	618		TRUE	8	NP	F	0	-	950		TRUE	10	FC	AAA	2136	1	1134	3.20400000E+001									
Air Bell	Bits	Bits	5000	6500	8000	0	15.743									FALSE	5	NP	F	0	-	499		FALSE	6	NP	F	0	-	687		TRUE	8	NP	F	0	-	868										FALSE	5	NP	F	0	-	455		FALSE	7	NP	F	0	-	642		TRUE	8	HC	A	1211	12	794	1.57430000E+001									
ヨシダさん	Base	Base	0	0	0	0	0									TRUE	5	NP	F	0	-	470		TRUE	7	NP	F	0	-	728		TRUE	9	NP	F	0	-	987										TRUE	5	NP	F	0	-	523		TRUE	6	NP	F	0	-	739		TRUE	8	NP	F	0	-	1003										
Play back hate you	Bits	Bits	5000	8000	9500	0	30.315									FALSE	4	NP	F	0	-	408		FALSE	8	NP	F	0	-	876		TRUE	9	NP	F	0	-	1115										FALSE	6	NP	F	0	-	406		FALSE	8	NP	F	0	-	881		TRUE	10	FC	AAA	2021	2	1117	3.03150000E+001									
ANDROMEDA II	Bits	Bits	5000	9500	5000	24.9	28.4055									FALSE	5	NP	F	0	-	501		TRUE	9	NP	F	0	-	982		TRUE	10	NC	AA	1992	15	1255	2.49000000E+001									FALSE	5	NP	F	0	-	534		TRUE	10	EX	AAA	1959	6	1084	2.84055000E+001																	
Cyber Force	Bits	Bits	5500	8500	9000	0	0									FALSE	5	NP	F	0	-	637		FALSE	9	NP	F	0	-	980		TRUE	10	NP	F	0	-	1200										FALSE	6	NP	F	0	-	610		FALSE	8	NP	F	0	-	929		TRUE	8	NP	F	0	-	1081										
smile	Base	Base	0	0	0	0	38.696									TRUE	7	NP	F	0	-	744		TRUE	9	NP	F	0	-	1107		TRUE	11	NP	F	0	-	1464										TRUE	7	NP	F	0	-	766		TRUE	9	NP	F	0	-	1145		TRUE	12	EX	AA	2764	21	1628	3.86960000E+001									
LASER CRUSTER	Bits	Bits	7000	11000	12000	30.615	39.914									FALSE	7	NP	F	0	-	732		TRUE	11	NP	F	0	-	1250		TRUE	12	HC	A	2355	62	1644	3.06150000E+001									FALSE	7	NP	F	0	-	696		TRUE	11	EX	AAA	2256	4	1254		TRUE	12	EX	AA	2851	20	1721	3.99140000E+001									
GRID KNIGHT	Bits	Bits	6500	8000	10000	17.157	45.15									FALSE	6	NP	F	0	-	423		FALSE	8	NP	F	0	-	1012		TRUE	10	EC	B	1634	106	1328	1.71570000E+001	TRUE	12	NP	F	0	-	1744		FALSE	7	NP	F	0	-	813		FALSE	8	NP	F	0	-	1056		TRUE	10	EX	AAA	2584	2	1396		TRUE	12	EX	AA	3225	18	1855	4.51500000E+001	
CROSSROAD ～Left Story～	Bits	Bits	5500	8000	10000	0	0									FALSE	5	NP	F	0	-	574		FALSE	8	NP	F	0	-	883		TRUE	10	NP	F	0	-	1097										FALSE	6	NP	F	0	-	575		FALSE	8	NP	F	0	-	857		TRUE	10	NP	F	0	-	1047										
HALF MOON	Bits	Bits	4000	7500	5000	0	0									FALSE	4	NP	F	0	-	387		FALSE	8	NP	F	0	-	742		TRUE	10	NP	F	0	-	953										FALSE	4	NP	F	0	-	387		FALSE	7	NP	F	0	-	742																		
鬼言集	Bits	Bits	6000	7500	10000	0	25.7085									FALSE	6	NP	F	0	-	599		FALSE	8	NP	F	0	-	792		TRUE	10	NP	F	0	-	1037										FALSE	6	NP	F	0	-	584		FALSE	7	NP	F	0	-	748		TRUE	10	EX	AAA	1773	11	996	2.57085000E+001									
Yabis Starlight	Bits	Bits	5000	8000	5000	0	0									FALSE	5	NP	F	0	-	476		TRUE	8	NP	F	0	-	727		TRUE	10	NP	F	0	-	1139										FALSE	5	NP	F	0	-	497		TRUE	8	NP	F	0	-	731																		
earth-like planet	Bits	Bits	4000	6500	9500	0	0									FALSE	4	NP	F	0	-	394		FALSE	7	NP	F	0	-	675		TRUE	10	NP	F	0	-	1048										FALSE	4	NP	F	0	-	393		FALSE	6	NP	F	0	-	660		TRUE	9	NP	F	0	-	1018										
花吹雪 ～ IIDX LIMITED ～	Base	Base	0	0	0	0	23.715									TRUE	4	NP	F	0	-	367		TRUE	6	NP	F	0	-	573		TRUE	8	NP	F	0	-	719										TRUE	5	NP	F	0	-	493		TRUE	7	NP	F	0	-	615		TRUE	8	FC	AAA	1581	0	838	2.37150000E+001									
電人、暁に斃れる。	Bits	Bits	7000	10000	12000	33.124	34.281	TRUE	3	NP	F	0	-	335		FALSE	7	NP	F	0	-	785		TRUE	10	NP	F	0	-	1255		TRUE	12	HC	A	2548	41	1725	3.31240000E+001									FALSE	7	NP	F	0	-	775		TRUE	10	NP	F	0	-	1207		TRUE	12	HC	A	2637	40	1732	3.42810000E+001									
FIRE FIRE	Base	Base	0	0	0	30.8205	30.276	TRUE	3	NP	F	0	-	287		TRUE	7	NP	F	0	-	616		TRUE	10	NP	F	0	-	927		TRUE	12	HC	AA	2283	25	1405	3.08205000E+001									TRUE	7	NP	F	0	-	616		TRUE	9	NP	F	0	-	962		TRUE	11	EX	AAA	2088	8	1162	3.02760000E+001									
the shadow	Bits	Bits	5500	9000	11000	0	33.978									FALSE	6	NP	F	0	-	618		FALSE	9	NP	F	0	-	1084		TRUE	11	NP	F	0	-	1480										FALSE	5	NP	F	0	-	616		FALSE	9	EX	AAA	1938	6	1090		TRUE	11	EX	AA	2427	2	1394	3.39780000E+001									
Second Heaven	Base	Base	0	0	0	17.779	28.4925	TRUE	1	NP	F	0	-	112		TRUE	5	NP	F	0	-	500		TRUE	8	NP	F	0	-	787		TRUE	11	EC	A	1546	69	1069	1.77790000E+001									TRUE	6	NP	F	0	-	500		TRUE	8	NP	F	0	-	704		TRUE	11	EX	AAA	1965	5	1069	2.84925000E+001									
Dreaming Sweetness	Bits	Bits	6000	8000	10000	29.52	30.42									FALSE	6	NP	F	0	-	611		FALSE	8	NP	F	0	-	805		TRUE	10	FC	AAA	1968	2	1073	2.95200000E+001									FALSE	6	NP	F	0	-	609		FALSE	8	NP	F	0	-	795		TRUE	10	FC	AAA	2028	1	1058	3.04200000E+001									
heaven above	Bits	Bits	5000	7000	9000	0	26.04									FALSE	5	NP	F	0	-	418		FALSE	7	NP	F	0	-	711		TRUE	9	NP	F	0	-	928										FALSE	5	NP	F	0	-	419		FALSE	7	NP	F	0	-	706		TRUE	9	FC	AAA	1736	2	921	2.60400000E+001									
シティ・エンジェル	Bits	Bits	5000	7000	10000	0	0									FALSE	5	NP	F	0	-	519		FALSE	7	NP	F	0	-	676		TRUE	10	NP	F	0	-	1006										FALSE	5	NP	F	0	-	533		FALSE	7	NP	F	0	-	602		TRUE	10	NP	F	0	-	1017										
カミロ・ウナ・メンデス	Bits	Bits	3500	7000	5000	23.45	17.22									FALSE	3	NP	F	0	-	323		TRUE	7	NP	F	0	-	629		TRUE	10	EX	AA	1675	11	981	2.34500000E+001									FALSE	4	NP	F	0	-	325		TRUE	7	FC	AAA	1148	2	629	1.72200000E+001																	
KAMAITACHI	Base	Base	0	0	0	18.2385	37.044									TRUE	6	NP	F	0	-	647		TRUE	9	NP	F	0	-	1039		TRUE	11	EC	B	1737	68	1368	1.82385000E+001	TRUE	12	NP	F	0	-	2000		TRUE	8	NP	F	0	-	1005		TRUE	10	EX	AA	2272	12	1335		TRUE	12	EX	AA	2646	19	1662	3.70440000E+001	TRUE	12	F	AA	3114	-	2000		
METALLIC MIND	Bits	Bits	4500	7500	4500	0	0									FALSE	4	NP	F	0	-	451		FALSE	8	NP	F	0	-	735		FALSE	9	NP	F	0	-	832										FALSE	5	NP	F	0	-	451		FALSE	7	NP	F	0	-	736																		
My Only Shining Star	Bits	Bits	5500	7000	9000	0	25.59									FALSE	5	NP	F	0	-	590		FALSE	7	NP	F	0	-	716		TRUE	9	NP	F	0	-	957										FALSE	6	NP	F	0	-	574		FALSE	7	NP	F	0	-	721		TRUE	9	FC	AAA	1706	1	920	2.55900000E+001									
CaptivAte～裁き～	Bits	Bits	5500	8500	10000	0	30.78	TRUE	3	NP	F	0	-	214		FALSE	6	NP	F	0	-	435		FALSE	8	NP	F	0	-	663		TRUE	9	NP	F	0	-	897										FALSE	5	NP	F	0	-	422		FALSE	9	NP	F	0	-	822		TRUE	11	FC	AAA	2052	3	1110	3.07800000E+001									
High School Love	Bits	Bits	4500	6500	9000	16.445	0	TRUE	2	NP	F	0	-	204		FALSE	4	NP	F	0	-	438		FALSE	6	NP	F	0	-	788		TRUE	9	F	A	1495	-	1106	1.64450000E+001									FALSE	5	NP	F	0	-	439		FALSE	7	NP	F	0	-	771		TRUE	9	NP	F	0	-	1123										
The Smile of You	Bits	Bits	4000	6500	7500	0	25.905									FALSE	4	NP	F	0	-	472		FALSE	7	NP	F	0	-	658		TRUE	8	NP	F	0	-	815										FALSE	4	NP	F	0	-	523		FALSE	6	NP	F	0	-	697		TRUE	7	FC	AAA	1727	1	904	2.59050000E+001									
Fascination MAXX	Bits	Bits	9000	10500	12000	5.53	26.244									TRUE	9	NP	F	0	-	508		TRUE	11	NP	F	0	-	876		TRUE	12	F	F	553	-	1313	5.53000000E+000									TRUE	9	EX	AAA	866	6	475		TRUE	10	EX	A	1231	12	825		TRUE	12	HC	AA	1944	40	1167	2.62440000E+001									
snow storm	Bits	Bits	4000	9500	11000	18.348	40.824	TRUE	1	NP	F	0	-	118		FALSE	4	NP	F	0	-	403		TRUE	9	HC	B	1529	42	1173	1.83480000E+001	TRUE	10	EC	C	1429	131	1409		TRUE	12	NP	F	0	-	1709		FALSE	4	NP	F	0	-	407		TRUE	10	NC	A	1593	41	1173		TRUE	12	EX	AA	2916	22	1750	4.08240000E+001									
four-leaf	Bits	Bits	4000	7000	4000	0	0									FALSE	4	NP	F	0	-	386		FALSE	6	NP	F	0	-	642		TRUE	8	NP	F	0	-	867										FALSE	4	NP	F	0	-	386		FALSE	8	NP	F	0	-	642																		
クルクル☆ラブ～Opioid Peptide MIX～	Bits	Bits	5000	8000	10000	23.4765	31.784	TRUE	2	NP	F	0	-	216		FALSE	5	NP	F	0	-	500		FALSE	8	NP	F	0	-	766		TRUE	10	EX	A	1739	10	1144	2.34765000E+001									FALSE	5	NP	F	0	-	538		FALSE	8	NP	F	0	-	816		TRUE	10	EX	AAA	2192	7	1182	3.17840000E+001									
Anisakis -somatic mutation type"Forza"-	Bits	Bits	6000	10000	11500	24.541	39.494									FALSE	6	NP	F	0	-	631		TRUE	10	NP	F	0	-	1089		TRUE	11	F	A	2231	-	1443	2.45410000E+001	TRUE	12	NP	F	0	-	1971		FALSE	6	NP	F	0	-	637		TRUE	10	EX	AAA	2409	5	1291		TRUE	12	EX	AA	2821	10	1603	3.94940000E+001	TRUE	12	NP	F	0	-	1956		
MENDES	Bits	Bits	6000	10500	12000	23.81	32.568									FALSE	6	NP	F	0	-	573		TRUE	11	NP	F	0	-	1353		TRUE	12	F	B	2381	134	1831	2.38100000E+001									FALSE	6	NP	F	0	-	569		TRUE	10	NP	F	0	-	1231		TRUE	12	NC	A	2714	74	1922	3.25680000E+001									
Darling my LUV	Bits	Bits	4500	6500	4000	0	0									FALSE	4	NP	F	0	-	354		FALSE	6	NP	F	0	-	512		FALSE	8	NP	F	0	-	695										FALSE	5	NP	F	0	-	345		FALSE	7	NP	F	0	-	576																		
MAX LOVE	Bits	Bits	6000	8500	10000	0	27.588									FALSE	5	NP	F	0	-	730		FALSE	8	NP	F	0	-	1100		TRUE	10	NP	F	0	-	1348										FALSE	7	NP	F	0	-	752		FALSE	9	NP	F	0	-	1130		TRUE	10	NC	A	2299	79	1572	2.75880000E+001									
Blue Rain	Bits	Bits	6000	7500	10500	17.118	29.13	TRUE	2	NP	F	0	-	174		TRUE	6	NP	F	0	-	514		TRUE	8	HC	AA	1268	17	812	1.71180000E+001	TRUE	11	EC	B	1462	69	1149		TRUE	12	NP	F	0	-	1702		TRUE	6	NP	F	0	-	587		TRUE	7	NP	F	0	-	803		TRUE	10	FC	AAA	1942	2	1037	2.91300000E+001	TRUE	12	NC	A	2414	52	1662		
four pieces of heaven	Bits	Bits	5500	10000	11500	0	23.764									FALSE	5	NP	F	0	-	481		TRUE	10	NP	F	0	-	988		TRUE	11	NP	F	0	-	1225		TRUE	12	NP	F	0	-	1518		FALSE	6	NP	F	0	-	481		TRUE	10	EX	AA	1563	10	965		TRUE	12	HC	A	1828	31	1264	2.37640000E+001	TRUE	12	NP	F	0	-	1560		
走馬灯 -The Last Song-	Bits	Bits	3000	4500	3500	0	0									FALSE	3	NP	F	0	-	258		FALSE	4	NP	F	0	-	464		TRUE	7	NP	F	0	-	673										FALSE	3	NP	F	0	-	258		FALSE	5	NP	F	0	-	465																		
THE DEEP STRIKER	Bits	Bits	5500	10000	11000	0	38.222	TRUE	2	NP	F	0	-	274		FALSE	6	NP	F	0	-	556		TRUE	10	NP	F	0	-	1150		TRUE	11	NP	F	0	-	1528		TRUE	12	NP	F	0	-	1778		FALSE	5	NP	F	0	-	622		TRUE	10	FC	AAA	2131	2	1133		TRUE	11	EX	AAA	2636	24	1451	3.82220000E+001	TRUE	12	HC	AA	2813	57	1728		
STEEL NEEDLE	Sub	TRI3	0	0	0	0	32.48									TRUE	6	NP	F	0	-	560		TRUE	10	NP	F	0	-	1121		TRUE	11	NP	F	0	-	1269		TRUE	12	NP	F	0	-	1701		TRUE	6	NP	F	0	-	575		TRUE	10	EX	AA	1875	10	1103		TRUE	11	EX	AA	2320	19	1367	3.24800000E+001	TRUE	12	EC	A	2463	108	1676		
SOUND OF GIALLARHORN	Bits	Bits	6000	9500	10500	0	27.324	TRUE	2	NP	F	0	-	257		FALSE	6	NP	F	0	-	708		TRUE	10	NP	F	0	-	1405		TRUE	11	NP	F	0	-	1668										FALSE	6	NP	F	0	-	704		TRUE	9	NP	F	0	-	1227		TRUE	10	NC	A	2277	92	1599	2.73240000E+001									
REMINISCENCE	Bits	Bits	6000	9000	10500	0	31.262									FALSE	6	NP	F	0	-	643		FALSE	9	NP	F	0	-	939		TRUE	10	NP	F	0	-	1183										FALSE	6	NP	F	0	-	643		FALSE	9	NP	F	0	-	946		TRUE	11	EX	AAA	2156	3	1183	3.12620000E+001									
PROMISE FOR LIFE	Bits	Bits	3500	6500	8000	0	0									FALSE	3	NP	F	0	-	305		FALSE	7	NP	F	0	-	753		TRUE	8	NP	F	0	-	875										FALSE	4	NP	F	0	-	286		FALSE	6	NP	F	0	-	570		TRUE	8	NP	F	0	-	746										
高高度降下低高度開傘	Bits	Bits	4500	8000	9500	0	30.682									FALSE	4	NP	F	0	-	466		FALSE	7	NP	F	0	-	777		TRUE	9	NP	F	0	-	1005										FALSE	5	NP	F	0	-	475		FALSE	9	NP	F	0	-	842		TRUE	10	FC	AA	2116	2	1204	3.06820000E+001									
oratio	Bits	Bits	7000	9500	12000	12.08	32.578									FALSE	7	NP	F	0	-	747		TRUE	10	NP	F	0	-	1056		TRUE	12	F	D	1208	-	1493	1.20800000E+001									FALSE	7	NP	F	0	-	706		TRUE	9	NP	F	0	-	1061		TRUE	12	EX	AA	2327	14	1406	3.25780000E+001									
Ristaccia	Bits	Bits	5500	8500	11000	27.95	33.234									FALSE	6	NP	F	0	-	609		FALSE	9	NP	F	0	-	1032		TRUE	12	HC	A	2150	47	1386	2.79500000E+001									FALSE	5	NP	F	0	-	400		FALSE	8	NP	F	0	-	936		TRUE	10	FC	AAA	2202	2	1174		TRUE	11	EX	AAA	2292	6	1265	3.32340000E+001	
NEW GENERATION -もう、お前しか見えない-	Bits	Bits	5500	9000	10500	0	29.414									FALSE	5	NP	F	0	-	541		FALSE	9	NP	F	0	-	1011		TRUE	10	NP	F	0	-	1342		TRUE	12	NP	F	0	-	1895		FALSE	6	NP	F	0	-	556		FALSE	9	NP	F	0	-	969		TRUE	11	EX	AA	2101	15	1278	2.94140000E+001	TRUE	12	NP	F	0	-	1834		
TROOPERS	Base	Base	0	0	0	30.043	37.94									TRUE	6	NP	F	0	-	625		TRUE	10	NP	F	0	-	1216		TRUE	12	HC	A	2311	38	1496	3.00430000E+001									TRUE	6	NP	F	0	-	625		TRUE	10	NP	F	0	-	1197		TRUE	12	EX	AA	2710	21	1616	3.79400000E+001									
SHIFT	Bits	Bits	5000	8000	10000	0	27.55									FALSE	5	NP	F	0	-	506		FALSE	8	NP	F	0	-	725		TRUE	10	NP	F	0	-	1000										FALSE	5	NP	F	0	-	541		FALSE	8	NP	F	0	-	758		TRUE	10	EX	AAA	1900	9	1044	2.75500000E+001									
マチ子の唄	Bits	Bits	4000	6500	8500	0	38.9325									FALSE	4	NP	F	0	-	418		FALSE	6	NP	F	0	-	662		TRUE	8	NP	F	0	-	901		TRUE	11	NP	F	0	-	1331		FALSE	4	NP	F	0	-	428		FALSE	7	NP	F	0	-	636		TRUE	9	NP	F	0	-	879		TRUE	11	EX	AAA	2685	7	1476	3.89325000E+001	
